h_W_per_m2K,x_mm,temperature_C
17.169747899159663,35.14285714285714,30.179404137227355
17.169747899159663,35.97959183673469,30.178193274145535
17.169747899159663,36.816326530612244,30.1770543556071
17.169747899159663,37.6530612244898,30.17599013388296
17.169747899159663,38.48979591836735,30.17500357746048
17.169747899159663,39.3265306122449,30.174097611038402
17.169747899159663,40.16326530612245,30.17327479873147
17.169747899159663,41.0,30.17253693092538
17.915966386554622,0.0,30.267694737473267
17.915966386554622,0.8367346938775511,30.262863483590127
17.915966386554622,1.6734693877551021,30.258116743134707
17.915966386554622,2.510204081632653,30.25345125750652
17.915966386554622,3.3469387755102042,30.248866727752453
17.915966386554622,4.183673469387755,30.244364415126604
17.915966386554622,5.020408163265306,30.239946003963787
17.915966386554622,5.857142857142857,30.23561322278496
17.915966386554622,6.6938775510204085,30.231367798204424
17.915966386554622,7.530612244897959,30.22721170641772
17.915966386554622,8.36734693877551,30.223143033472155
17.915966386554622,9.204081632653061,30.219163734429134
17.915966386554622,10.040816326530612,30.215283274365948
17.915966386554622,10.877551020408164,30.21150601040412
17.915966386554622,11.714285714285714,30.20783621729656
17.915966386554622,12.551020408163264,30.2042772245344
17.915966386554622,13.387755102040817,30.200857702939825
17.915966386554622,14.224489795918368,30.19758088346506
17.915966386554622,15.061224489795919,30.19441169280526
17.915966386554622,15.897959183673468,30.19134460463272
17.915966386554622,16.73469387755102,30.188373003234446
17.915966386554622,17.57142857142857,30.185489938424986
17.915966386554622,18.408163265306122,30.18268884755612
17.915966386554622,19.244897959183675,30.179963268326883
17.915966386554622,20.081632653061224,30.177306909596897
17.915966386554622,20.918367346938776,30.174714352359803
17.915966386554622,21.75510204081633,30.172181196272177
17.915966386554622,22.591836734693874,30.169704724750723
17.915966386554622,23.428571428571427,30.167258468446615
17.915966386554622,24.26530612244898,30.16484631713498
17.915966386554622,25.10204081632653,30.162498674125043
17.915966386554622,25.93877551020408,30.16022302949976
17.915966386554622,26.775510204081634,30.158027544050803
17.915966386554622,27.612244897959183,30.155919444187397
17.915966386554622,28.448979591836736,30.15394075237024
17.915966386554622,29.285714285714285,30.152087964541554
17.915966386554622,30.122448979591837,30.150327276573595
17.915966386554622,30.95918367346939,30.148654570773704
17.915966386554622,31.795918367346935,30.147064607303545
