Time (s),T_model_0_x3.0mm (°C),T_exp_0_x3.0mm (°C),T_model_1_x8.0mm (°C),T_exp_1_x8.0mm (°C),T_model_2_x13.0mm (°C),T_exp_2_x13.0mm (°C),T_model_3_x18.0mm (°C),T_exp_3_x18.0mm (°C),T_model_4_x23.0mm (°C),T_exp_4_x23.0mm (°C),T_model_5_x28.0mm (°C),T_exp_5_x28.0mm (°C),T_model_6_x33.0mm (°C),T_exp_6_x33.0mm (°C),T_model_7_x38.0mm (°C),T_exp_7_x38.0mm (°C)
219.86951899528503,30.31965382594111,30.39874,30.204213570171078,30.16251,30.0696741099364,29.871,29.960063174384654,29.89819,29.885288136988876,29.93106,29.839480045717544,29.65387,29.813209625950932,29.77634,29.79904987420396,29.70737
219.94648003578183,30.3077612787699,30.41171,30.20200435830405,30.1759,30.071983214057827,29.87692,29.963347125188243,29.90063,29.887931539499842,29.93262,29.841133503948818,29.65985,29.814091691036477,29.77463,29.799528536872856,29.70792
220.02040791511536,30.29593361872524,30.41605,30.199369195527208,30.18427,30.073854317841548,29.87909,29.966345858031666,29.90631,29.89043867749516,29.93521,29.84274432014439,29.65836,29.81497530685283,29.77405,29.800024106326855,29.70786
220.09720396995544,30.28330829400727,30.42145,30.196127206064347,30.1962,30.075436590066474,29.89102,29.969289081378008,29.91412,29.89300110577735,29.93692,29.84443644463285,29.65845,29.81592963432145,29.77463,29.800576453548825,29.70987
220.1724739074707,30.270662580974612,30.42615,30.192483087378744,30.20401,30.076637678046442,29.89755,29.972000028964075,29.91782,29.895465089803153,29.93814,29.84610934483516,29.65903,29.81689916108092,29.77466,29.801154526948707,29.70782
220.249037027359,30.257589564947423,30.43036,30.188335818399278,30.21378,30.077512062805486,29.90515,29.974577093277123,29.92221,29.897916964517403,29.94315,29.84782129655877,29.66302,29.817918131507746,29.77286,29.80177936611358,29.70886
220.3294699192047,30.24369988972904,30.43469,30.18353713554792,30.21774,30.078062020268234,29.9097,29.97708401837384,29.92825,29.900426810772014,29.94498,29.849626211813806,29.66275,29.819022110316336,29.77457,29.80247531090457,29.70499
220.4020030498505,30.231100156472834,30.43768,30.178853489277845,30.229,30.078241615995857,29.91891,29.97916486018998,29.93265,29.902626282164434,29.94653,29.85125537410986,29.6633,29.82004526960113,29.7764,29.803137206938494,29.70755
220.4765260219574,30.218129346891082,30.44229,30.17371633865799,30.23236,30.07812168679417,29.92422,29.981123274420693,29.93777,29.90481858528155,29.94833,29.85292725806919,29.6662,29.82112199677548,29.77518,29.803850496014004,29.71133
220.55369186401367,30.204694365393113,30.44012,30.168070844521516,30.23987,30.077683720837673,29.93161,29.982962278486283,29.94513,29.907015063226417,29.95407,29.8546538684697,29.66544,29.822262201605437,29.77521,29.80462326656472,29.70822
220.6299729347229,30.19157415035965,30.43851,30.162236476367536,30.24512,30.07694598343828,29.93835,29.984576512261462,29.94894,29.909097170654874,29.95563,29.856347271427417,29.66742,29.82341209284784,29.77594,29.805422228323057,29.70886
220.7159879207611,30.177003861319918,30.43918,30.15539152747954,30.25366,30.075770780732892,29.94617,29.986159198207453,29.952,29.911336527485332,29.95898,29.8582369793701,29.67047,29.824732903864035,29.7767,29.806363018481374,29.70837
220.7801089286804,30.16631798261593,30.4379,30.150129096919787,30.25705,30.074671108619523,29.94992,29.98717873988609,29.9556,29.912929752519503,29.96149,29.859629573482533,29.67084,29.825732271099135,29.77808,29.807090584991514,29.70709
220.85635995864868,30.153829532594525,30.43213,30.143719878290447,30.26251,30.073129427054255,29.95877,29.988216838382424,29.96396,29.91473822354232,29.96518,29.861264947409673,29.67075,29.826934949850923,29.77817,29.807983567699935,29.70837
220.93244004249573,30.14163047460409,30.42996,30.137188532510386,30.2659,30.07135300087906,29.96323,29.989067911911658,29.96689,29.916447803501956,29.96771,29.862871438516553,29.6716,29.828148150419533,29.77905,29.808903180604773,29.70828
221.02655386924744,30.12693939835894,30.4267,30.12896332564673,30.26932,30.06885011183717,29.96741,29.989871812990447,29.97235,29.918429094197005,29.97186,29.864819399847697,29.67508,29.82966370009762,29.77936,29.810078071237122,29.70609
